FullName,CT,CTID,County,CountyID,State,StateID,TotalPop_Estimate,Male_Estimate,Female_Estimate,Male_SexRatio_Estimate,Under5_Estimate,5to9_Estimate,10to14_Estimate,15to19_Estimate,20to24_Estimate,25to34_Estimate,35to44_Estimate,45to54_Estimate,55to59_Estimate,60to64_Estimate,65to74_Estimate,75to84_Estimate,85andOver_Estimate,MedianAge_Estimate,Under18_Estimate,16andOver_Estimate,18andOver_Estimate,21andOver_Estimate,62andOver_Estimate,65andOver_Estimate,Male_18andOver_Estimate,Female_18andOver_Estimate,Male_18andOver_SexRatio_Estimate,Male_65andOver_Estimate,Female_65andOver_Estimate,Male_65andOver_SexRatio_Estimate,TotalRace_Estimate,OneRace_Estimate,TwoRace_Estimate,OneRace_White_Estimate,OneRace_BlackAA_Estimate,OneRace_AIAN_Estimate,OneRace_AIAN_Cherokee_Estimate,OneRace_AIAN_Chippewa_Estimate,OneRace_AIAN_Navajo_Estimate,OneRace_AIAN_Sioux_Estimate,OneRace_Asian_Estimate,OneRace_Asian_AsianIndian_Estimate,OneRace_Asian_Chinese_Estimate,OneRace_Asian_Filipino_Estimate,OneRace_Asian_Japanese_Estimate,OneRace_Asian_Korean_Estimate,OneRace_Asian_Vietnamese_Estimate,OneRace_Asian_Other_Estimate,OneRace_NHOPI_Estimate,OneRace_NHOPIN_NativeHawaiian_Estimate,OneRace_NHOPIG_Chamorro_Estimate,OneRace_NHOPI_Samoan_Estimate,OneRace_NHOPIOP_Other_Estimate,OneRace_SomeOtherRace_Estimate,TwoRace_White_BlackAA_Estimate,TwoRace_White_AIAN_Estimate,TwoRace_White_Asian_Estimate,TwoRace_BlackAA_AIAN_Estimate,AloneComboRace_Estimate,AloneComboRace_White_Estimate,AloneComboRace_BlackAA_Estimate,AloneComboRace_AIAN_Estimate,AloneComboRace_Asian_Estimate,AloneComboRace_NHOPI_Estimate,AloneComboRace_Other_Estimate,HispanicLatino_Estimate,HispanicLatino_AnyRace_Estimate,HispanicLatino_Mexican_AnyRace_Estimate,HispanicLatino_PuertoRican_AnyRace_Estimate,HispanicLatino_Cuban_AnyRace_Estimate,HispanicLatino_Other_AnyRace_Estimate,NotHispanicLatino_Estimate,NotHispanicLatino_White_Estimate,NotHispanicLatino_BlackAA_Estimate,NotHispanicLatino_AIAN_Estimate,NotHispanicLatino_Asian_Estimate,NotHispanicLatino_NHOPI_Estimate,NotHispanicLatino_AloneOther_Estimate,NotHispanicLatino_TwoMore_Estimate,NotHispanicLatino_TwoMore_IncludeOther_Estimate,NotHispanicLatino_TwoMore_ExcludeOtherThree_Estimate,HousingUnits_Estimate,Vote_18andOver_Estimate,Vote_Male_18andOver_Estimate,Vote_Female_18andOver_Estimate
"Census Tract 101.01, DeSoto County, Florida",Census Tract 101.01,101.01, DeSoto County,027, Florida,12,3885,2030,1855,109.4,111,167,148,193,69,179,512,337,175,207,1015,643,129,60.8,500,3424,3385,3266,1899,1787,1677,1708,98.2,801,986,81.2,3885,3852,33,3813,8,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,22,0,0,3885,3846,15,35,0,4,18,3885,905,761,23,0,121,2980,2926,8,13,0,0,0,33,0,33,2344,2934,1384,1550
"Census Tract 101.02, DeSoto County, Florida",Census Tract 101.02,101.02, DeSoto County,027, Florida,12,4994,3737,1257,297.3,138,144,63,102,305,1026,559,898,451,347,602,295,64,46.5,403,4641,4591,4499,1176,961,3547,1044,339.8,641,320,200.3,4994,4773,221,3817,905,7,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,23,93,65,7,31,4994,3995,1029,115,28,0,48,4994,1187,923,43,90,131,3807,2684,905,7,21,0,0,190,0,190,968,4286,3300,986
"Census Tract 102, DeSoto County, Florida",Census Tract 102,102, DeSoto County,027, Florida,12,6359,3258,3101,105.1,267,522,459,872,388,879,856,817,268,248,405,276,102,32.1,1640,4953,4719,4110,967,783,2230,2489,89.6,279,504,55.4,6359,5849,510,4818,795,1,0,0,0,0,27,0,4,23,0,0,0,0,0,0,0,0,0,208,9,52,39,0,6359,5315,817,53,79,0,605,6359,2220,1720,0,160,340,4139,3197,795,1,27,0,6,113,0,113,2420,4056,1750,2306
"Census Tract 103.01, DeSoto County, Florida",Census Tract 103.01,103.01, DeSoto County,027, Florida,12,7591,4212,3379,124.7,631,479,438,514,610,1665,1010,760,201,317,488,102,376,31.4,1778,5943,5813,5438,1240,966,3460,2353,147,363,603,60.2,7591,7472,119,6667,404,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,376,13,0,0,0,7591,6786,417,0,0,25,482,7591,4898,4312,63,139,384,2693,2240,404,0,0,25,0,24,24,0,2899,4207,2233,1974
"Census Tract 103.02, DeSoto County, Florida",Census Tract 103.02,103.02, DeSoto County,027, Florida,12,2554,1186,1368,86.7,229,204,252,250,125,480,233,246,135,130,180,24,66,32,860,1771,1694,1619,347,270,760,934,81.4,103,167,61.7,2554,2547,7,1092,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,7,2554,1092,1339,7,0,0,123,2554,861,680,40,20,121,1693,354,1332,0,0,0,0,7,0,7,1088,1577,709,868
"Census Tract 104.03, DeSoto County, Florida",Census Tract 104.03,104.03, DeSoto County,027, Florida,12,3653,1758,1895,92.8,125,277,108,79,136,362,257,305,176,275,848,516,189,60,575,3129,3078,3031,1690,1553,1523,1555,97.9,803,750,107.1,3653,3598,55,3422,54,4,4,0,0,0,113,0,20,33,0,60,0,0,5,0,0,5,0,0,13,7,17,0,3653,3477,67,11,148,5,18,3653,177,120,0,57,0,3476,3263,54,4,113,5,0,37,0,37,1818,2991,1504,1487
"Census Tract 104.04, DeSoto County, Florida",Census Tract 104.04,104.04, DeSoto County,027, Florida,12,3034,1868,1166,160.2,195,143,213,83,103,379,540,464,179,148,294,238,55,42.1,623,2443,2411,2385,643,587,1575,836,188.4,267,320,83.4,3034,2914,120,2732,140,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,3034,2845,147,8,0,0,154,3034,737,573,22,127,15,2297,2143,140,6,0,0,6,2,0,2,1192,2081,1283,798
"Census Tract 104.05, DeSoto County, Florida",Census Tract 104.05,104.05, DeSoto County,027, Florida,12,1686,924,762,121.3,67,21,0,11,109,116,76,121,239,187,374,336,29,62.3,88,1598,1598,1584,879,739,886,712,124.4,407,332,122.6,1686,1640,46,1502,112,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1686,1548,112,2,2,0,68,1686,103,0,62,29,12,1583,1467,112,2,2,0,0,0,0,0,1096,1580,868,712
"Census Tract 104.06, DeSoto County, Florida",Census Tract 104.06,104.06, DeSoto County,027, Florida,12,3615,2056,1559,131.9,99,123,218,423,141,348,485,416,379,312,379,244,48,44,746,3102,2869,2704,822,671,1665,1204,138.3,424,247,171.7,3615,3595,20,2745,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,3615,2765,787,0,0,20,63,3615,695,563,13,68,51,2920,2142,743,0,0,0,15,20,0,20,1482,2693,1536,1157
"Census Tract 1.01, Manatee County, Florida",Census Tract 1.01,1.01, Manatee County,081, Florida,12,1556,660,896,73.7,9,0,20,81,15,159,68,127,212,73,261,328,203,65.3,96,1497,1460,1446,837,792,606,854,71,321,471,68.2,1556,1498,58,1342,40,12,0,0,0,0,104,28,73,0,3,0,0,0,0,0,0,0,0,0,6,5,0,0,1556,1389,46,17,131,27,20,1556,71,17,20,0,34,1485,1291,40,12,104,0,0,38,0,38,1453,1361,569,792
"Census Tract 1.03, Manatee County, Florida",Census Tract 1.03,1.03, Manatee County,081, Florida,12,4078,2088,1990,104.9,439,370,204,216,328,752,465,440,417,269,121,56,1,30,1189,2987,2889,2847,373,178,1282,1607,79.8,92,86,107,4078,3951,127,1871,1567,0,0,0,0,0,157,0,7,148,0,2,0,0,0,0,0,0,0,356,99,27,0,0,4078,1998,1667,28,157,0,356,4078,1138,707,78,113,240,2940,1102,1562,0,157,0,0,119,0,119,1619,2478,1155,1323
"Census Tract 1.05, Manatee County, Florida",Census Tract 1.05,1.05, Manatee County,081, Florida,12,4477,2411,2066,116.7,220,408,196,257,283,906,707,469,81,352,353,169,76,34.9,968,3564,3509,3339,835,598,1931,1578,122.4,295,303,97.4,4477,3867,610,2973,741,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,150,40,14,0,0,4477,3583,781,14,15,0,706,4477,2424,705,858,17,844,2053,1266,730,0,3,0,0,54,0,54,2207,2620,1272,1348
"Census Tract 1.06, Manatee County, Florida",Census Tract 1.06,1.06, Manatee County,081, Florida,12,5455,2747,2708,101.4,379,453,432,634,282,920,998,570,343,156,131,135,22,30.6,1655,4067,3800,3406,346,288,1990,1810,109.9,179,109,164.2,5455,5082,373,4154,733,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,9,9,0,0,5455,4527,742,66,0,0,493,5455,3199,1878,76,0,1245,2256,1503,678,57,0,0,0,18,0,18,1484,2683,1309,1374
"Census Tract 2.01, Manatee County, Florida",Census Tract 2.01,2.01, Manatee County,081, Florida,12,4644,2502,2142,116.8,137,71,119,74,78,546,391,674,386,494,877,590,207,58.1,365,4302,4279,4243,2026,1674,2320,1959,118.4,820,854,96,4644,4288,356,4033,88,39,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,103,320,9,0,0,4644,4362,435,48,52,0,103,4644,201,71,63,0,67,4443,3935,88,39,25,0,0,356,0,356,3001,3848,2176,1672
"Census Tract 2.03, Manatee County, Florida",Census Tract 2.03,2.03, Manatee County,081, Florida,12,1512,508,1004,50.6,1,0,0,36,39,78,142,145,340,208,162,246,115,58.9,14,1511,1498,1475,731,523,494,1004,49.2,217,306,70.9,1512,1472,40,1448,5,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1512,1488,5,40,19,0,0,1512,66,0,0,0,66,1446,1382,5,0,19,0,0,40,0,40,1036,1443,494,949
"Census Tract 2.04, Manatee County, Florida",Census Tract 2.04,2.04, Manatee County,081, Florida,12,2580,1149,1431,80.3,0,0,0,0,181,46,60,44,78,274,1233,429,235,70.7,0,2580,2580,2580,2086,1897,1149,1431,80.3,847,1050,80.7,2580,2580,0,2472,95,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,2472,95,0,13,0,0,2580,0,0,0,0,0,2580,2472,95,0,13,0,0,0,0,0,2239,2565,1134,1431
"Census Tract 3.04, Manatee County, Florida",Census Tract 3.04,3.04, Manatee County,081, Florida,12,3142,1598,1544,103.5,56,76,148,459,377,332,307,390,68,72,338,424,95,35.8,739,2625,2403,2378,893,857,1308,1095,119.5,336,521,64.5,3142,2728,414,1924,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,414,0,0,0,3142,2338,1190,0,0,0,28,3142,574,426,79,8,61,2568,1367,776,0,0,0,11,414,0,414,1637,2269,1222,1047
"Census Tract 3.05, Manatee County, Florida",Census Tract 3.05,3.05, Manatee County,081, Florida,12,6748,3347,3401,98.4,426,403,462,733,276,1154,1088,975,476,257,236,222,40,33.6,1766,5328,4982,4724,731,498,2398,2584,92.8,202,296,68.2,6748,6239,509,3686,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,101,0,9,0,6748,4191,1464,0,9,4,1589,6748,4199,2707,525,135,832,2549,1172,1353,0,0,0,0,24,15,9,2302,3779,1660,2119
"Census Tract 3.07, Manatee County, Florida",Census Tract 3.07,3.07, Manatee County,081, Florida,12,3780,2039,1741,117.1,294,150,520,459,227,379,362,623,220,132,129,256,29,30.7,1088,2796,2692,2267,518,414,1353,1339,101,154,260,59.2,3780,3564,216,3003,197,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,19,0,20,325,209,0,7,0,3780,3219,406,0,7,39,325,3780,1939,333,334,214,1058,1841,1570,197,0,0,39,9,26,0,26,1427,2432,1281,1151
"Census Tract 3.09, Manatee County, Florida",Census Tract 3.09,3.09, Manatee County,081, Florida,12,4204,2204,2000,110.2,230,233,193,216,585,808,301,366,463,282,299,179,49,33.4,741,3526,3463,3257,677,527,1842,1621,113.6,302,225,134.2,4204,4100,104,3500,421,21,0,0,0,0,23,0,0,18,0,5,0,0,0,0,0,0,0,135,25,0,28,18,4204,3572,467,42,65,0,165,4204,946,219,233,173,321,3258,2720,399,21,23,0,7,88,14,74,1911,3159,1654,1505
"Census Tract 3.10, Manatee County, Florida",Census Tract 3.10,3.10, Manatee County,081, Florida,12,3647,1846,1801,102.5,430,137,169,172,322,655,398,474,181,107,383,188,31,34.6,875,2876,2772,2678,652,602,1370,1402,97.7,302,300,100.7,3647,3556,91,2773,264,0,0,0,0,0,65,35,13,0,0,0,0,17,0,0,0,0,0,454,50,13,0,0,3647,2864,336,35,65,0,460,3647,1176,540,208,71,357,2471,2022,264,0,65,0,85,35,0,35,2067,2499,1201,1298
"Census Tract 3.11, Manatee County, Florida",Census Tract 3.11,3.11, Manatee County,081, Florida,12,2934,1237,1697,72.9,193,260,0,91,77,379,437,367,121,344,341,169,155,45.8,544,2481,2390,2377,837,665,891,1499,59.4,188,477,39.4,2934,2784,150,2225,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2934,2375,559,13,0,0,137,2934,332,113,13,90,116,2602,1906,546,0,0,0,0,150,137,13,1721,2307,864,1443
"Census Tract 3.12, Manatee County, Florida",Census Tract 3.12,3.12, Manatee County,081, Florida,12,1791,825,966,85.4,25,18,18,14,0,37,142,90,225,234,636,275,77,66.3,75,1730,1716,1716,1191,988,768,948,81,376,612,61.4,1791,1791,0,1786,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,1786,5,0,0,0,0,1791,475,11,106,206,152,1316,1311,5,0,0,0,0,0,0,0,1238,1605,714,891
"Census Tract 3.13, Manatee County, Florida",Census Tract 3.13,3.13, Manatee County,081, Florida,12,2392,1218,1174,103.7,0,376,325,112,203,198,402,107,193,53,263,136,24,34.8,777,1688,1615,1493,461,423,808,807,100.1,162,261,62.1,2392,2392,0,2275,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2392,2275,0,0,63,0,54,2392,1564,1466,26,72,0,828,765,0,0,63,0,0,0,0,0,772,931,414,517
"Census Tract 3.14, Manatee County, Florida",Census Tract 3.14,3.14, Manatee County,081, Florida,12,3502,1577,1925,81.9,295,399,27,65,49,360,291,217,247,328,642,427,155,56,751,2781,2751,2716,1449,1224,1337,1414,94.6,575,649,88.6,3502,3502,0,3129,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,3502,3129,199,0,0,0,174,3502,1202,403,46,48,705,2300,2101,199,0,0,0,0,0,0,0,1984,2195,1007,1188
"Census Tract 4.03, Manatee County, Florida",Census Tract 4.03,4.03, Manatee County,081, Florida,12,1688,901,787,114.5,10,25,126,89,55,164,97,241,119,203,333,169,57,56.7,231,1527,1457,1425,695,559,817,640,127.7,353,206,171.4,1688,1571,117,1508,36,3,0,3,0,0,24,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,11,0,1688,1625,49,3,48,0,93,1688,195,8,124,0,63,1493,1430,12,3,24,0,0,24,0,24,869,1442,817,625
"Census Tract 4.05, Manatee County, Florida",Census Tract 4.05,4.05, Manatee County,081, Florida,12,3475,1479,1996,74.1,186,115,146,89,161,458,164,649,321,255,467,272,192,51.8,528,3019,2947,2904,1141,931,1224,1723,71,430,501,85.8,3475,3459,16,3231,44,23,19,0,0,0,16,0,0,16,0,0,0,0,132,132,0,0,0,13,0,0,0,0,3475,3247,44,23,16,132,29,3475,558,13,174,303,68,2917,2858,20,23,16,0,0,0,0,0,1372,2832,1150,1682
"Census Tract 4.06, Manatee County, Florida",Census Tract 4.06,4.06, Manatee County,081, Florida,12,4411,2098,2313,90.7,132,103,23,200,203,359,306,546,206,397,1081,525,330,61.3,384,4111,4027,3903,2140,1936,1979,2048,96.6,836,1100,76,4411,4369,42,4007,260,0,0,0,0,0,36,0,15,0,0,2,19,0,0,0,0,0,0,66,0,0,42,0,4411,4049,260,0,78,0,66,4411,542,107,77,298,60,3869,3582,190,0,36,0,19,42,0,42,2500,3732,1810,1922
"Census Tract 4.07, Manatee County, Florida",Census Tract 4.07,4.07, Manatee County,081, Florida,12,4642,2158,2484,86.9,272,97,146,141,49,282,269,220,337,408,762,950,709,65.8,612,4099,4030,3986,2651,2421,1842,2188,84.2,1014,1407,72.1,4642,4282,360,4242,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,4642,4562,68,13,40,0,319,4642,312,7,293,9,3,4330,4209,40,0,0,0,0,81,40,41,2626,3913,1764,2149
"Census Tract 4.09, Manatee County, Florida",Census Tract 4.09,4.09, Manatee County,081, Florida,12,2827,1370,1457,94,10,95,163,121,0,281,260,202,78,364,583,398,272,62.3,364,2559,2463,2438,1468,1253,1096,1367,80.2,551,702,78.5,2827,2776,51,2573,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2827,2624,203,0,22,0,29,2827,57,0,0,0,57,2770,2538,203,0,0,0,0,29,29,0,1617,2357,1066,1291
"Census Tract 4.10, Manatee County, Florida",Census Tract 4.10,4.10, Manatee County,081, Florida,12,3085,1440,1645,87.5,108,48,0,40,82,700,137,342,316,276,472,237,327,56.5,196,2929,2889,2889,1203,1036,1380,1509,91.5,487,549,88.7,3085,3033,52,2844,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,20,0,0,3085,2896,160,20,0,0,61,3085,561,13,336,42,170,2524,2344,160,0,0,0,0,20,0,20,1831,2726,1266,1460
"Census Tract 5.01, Manatee County, Florida",Census Tract 5.01,5.01, Manatee County,081, Florida,12,3058,1436,1622,88.5,132,319,185,147,88,401,423,422,217,257,347,82,38,41.2,760,2386,2298,2275,586,467,1028,1270,80.9,161,306,52.6,3058,2863,195,2435,35,0,0,0,0,0,108,12,14,0,0,0,82,0,0,0,0,0,0,285,105,0,61,0,3058,2630,169,29,198,0,285,3058,637,285,103,87,162,2421,2083,35,0,108,0,0,195,0,195,1224,2151,978,1173
"Census Tract 5.03, Manatee County, Florida",Census Tract 5.03,5.03, Manatee County,081, Florida,12,4405,2002,2403,83.3,127,120,123,256,87,748,287,859,381,270,537,270,340,48,536,4013,3869,3755,1272,1147,1706,2163,78.9,472,675,69.9,4405,4349,56,4013,97,0,0,0,0,0,182,0,6,153,7,0,16,0,0,0,0,0,0,57,0,34,21,0,4405,4069,97,34,203,0,58,4405,101,9,12,0,80,4304,3971,95,0,182,0,0,56,1,55,2033,3833,1701,2132
"Census Tract 5.04, Manatee County, Florida",Census Tract 5.04,5.04, Manatee County,081, Florida,12,3461,1581,1880,84.1,124,90,87,210,333,388,178,574,301,229,559,351,37,52.6,389,3113,3072,2883,1034,947,1401,1671,83.8,243,704,34.5,3461,3409,52,2978,201,12,0,0,0,0,141,0,86,55,0,0,0,0,0,0,0,0,0,77,0,24,22,0,3461,3030,201,36,163,0,83,3461,336,25,51,63,197,3125,2743,183,12,141,0,0,46,0,46,1358,2965,1378,1587
"Census Tract 6.01, Manatee County, Florida",Census Tract 6.01,6.01, Manatee County,081, Florida,12,3135,1433,1702,84.2,370,208,66,160,193,520,263,369,225,231,303,205,22,36.4,709,2434,2426,2321,697,530,1146,1280,89.5,171,359,47.6,3135,2941,194,2531,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,0,0,0,3135,2709,445,0,23,0,159,3135,782,365,29,20,368,2353,1983,343,0,0,0,0,27,0,27,1315,2233,1029,1204
"Census Tract 6.03, Manatee County, Florida",Census Tract 6.03,6.03, Manatee County,081, Florida,12,3986,1999,1987,100.6,188,206,231,300,99,515,421,553,292,254,484,184,259,46.3,800,3256,3186,3048,1044,927,1451,1735,83.6,357,570,62.6,3986,3919,67,3536,209,0,0,0,0,0,33,7,0,20,0,0,6,0,0,0,0,0,0,141,38,18,11,0,3986,3603,247,18,44,0,141,3986,1038,634,86,0,318,2948,2647,209,0,33,0,0,59,0,59,1999,2769,1229,1540
"Census Tract 6.04, Manatee County, Florida",Census Tract 6.04,6.04, Manatee County,081, Florida,12,3852,1725,2127,81.1,301,91,188,134,168,562,381,527,191,138,485,313,373,49.1,658,3227,3194,3138,1261,1171,1477,1717,86,563,608,92.6,3852,3731,121,3096,509,11,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,100,37,0,6,0,3852,3217,555,11,30,0,169,3852,756,501,125,82,48,3096,2570,448,11,15,0,0,52,0,52,2619,2549,1144,1405
"Census Tract 7.03, Manatee County, Florida",Census Tract 7.03,7.03, Manatee County,081, Florida,12,3664,1619,2045,79.2,418,233,178,279,433,442,269,649,78,178,245,173,89,29.8,980,2799,2684,2452,546,507,1081,1603,67.4,155,352,44,3664,3592,72,1974,1542,0,0,0,0,0,16,0,10,0,0,6,0,0,0,0,0,0,0,60,48,7,0,0,3664,2046,1606,23,16,0,61,3664,1168,926,59,19,164,2496,905,1502,0,16,0,18,55,0,55,1064,2421,909,1512
"Census Tract 7.04, Manatee County, Florida",Census Tract 7.04,7.04, Manatee County,081, Florida,12,7195,3257,3938,82.7,691,888,634,413,470,797,1042,705,183,379,599,258,136,33.1,2388,4931,4807,4435,1120,993,2313,2494,92.7,608,385,157.9,7195,7156,39,4325,2316,0,0,0,0,0,41,15,0,26,0,0,0,0,0,0,0,0,0,474,21,18,0,0,7195,4364,2337,18,41,0,474,7195,2830,1698,902,2,228,4365,1969,2316,0,41,0,0,39,0,39,2403,3788,1760,2028
"Census Tract 7.05, Manatee County, Florida",Census Tract 7.05,7.05, Manatee County,081, Florida,12,5762,2529,3233,78.2,337,625,521,606,262,415,627,408,447,223,588,602,101,36.9,1775,4215,3987,3618,1481,1291,1654,2333,70.9,463,828,55.9,5762,5410,352,2683,2470,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,247,7,23,0,0,5762,2811,2701,23,10,0,569,5762,1622,1035,8,4,575,4140,1657,2450,0,10,0,0,23,0,23,2371,3099,1200,1899
