FullName,CT,CTID,County,CountyID,State,StateID,TotalPop_Estimate,Male_Estimate,Female_Estimate,Male_SexRatio_Estimate,Under5_Estimate,5to9_Estimate,10to14_Estimate,15to19_Estimate,20to24_Estimate,25to34_Estimate,35to44_Estimate,45to54_Estimate,55to59_Estimate,60to64_Estimate,65to74_Estimate,75to84_Estimate,85andOver_Estimate,MedianAge_Estimate,Under18_Estimate,16andOver_Estimate,18andOver_Estimate,21andOver_Estimate,62andOver_Estimate,65andOver_Estimate,Male_18andOver_Estimate,Female_18andOver_Estimate,Male_18andOver_SexRatio_Estimate,Male_65andOver_Estimate,Female_65andOver_Estimate,Male_65andOver_SexRatio_Estimate,TotalRace_Estimate,OneRace_Estimate,TwoRace_Estimate,OneRace_White_Estimate,OneRace_BlackAA_Estimate,OneRace_AIAN_Estimate,OneRace_AIAN_Cherokee_Estimate,OneRace_AIAN_Chippewa_Estimate,OneRace_AIAN_Navajo_Estimate,OneRace_AIAN_Sioux_Estimate,OneRace_Asian_Estimate,OneRace_Asian_AsianIndian_Estimate,OneRace_Asian_Chinese_Estimate,OneRace_Asian_Filipino_Estimate,OneRace_Asian_Japanese_Estimate,OneRace_Asian_Korean_Estimate,OneRace_Asian_Vietnamese_Estimate,OneRace_Asian_Other_Estimate,OneRace_NHOPI_Estimate,OneRace_NHOPIN_NativeHawaiian_Estimate,OneRace_NHOPIG_Chamorro_Estimate,OneRace_NHOPI_Samoan_Estimate,OneRace_NHOPIOP_Other_Estimate,OneRace_SomeOtherRace_Estimate,TwoRace_White_BlackAA_Estimate,TwoRace_White_AIAN_Estimate,TwoRace_White_Asian_Estimate,TwoRace_BlackAA_AIAN_Estimate,AloneComboRace_Estimate,AloneComboRace_White_Estimate,AloneComboRace_BlackAA_Estimate,AloneComboRace_AIAN_Estimate,AloneComboRace_Asian_Estimate,AloneComboRace_NHOPI_Estimate,AloneComboRace_Other_Estimate,HispanicLatino_Estimate,HispanicLatino_AnyRace_Estimate,HispanicLatino_Mexican_AnyRace_Estimate,HispanicLatino_PuertoRican_AnyRace_Estimate,HispanicLatino_Cuban_AnyRace_Estimate,HispanicLatino_Other_AnyRace_Estimate,NotHispanicLatino_Estimate,NotHispanicLatino_White_Estimate,NotHispanicLatino_BlackAA_Estimate,NotHispanicLatino_AIAN_Estimate,NotHispanicLatino_Asian_Estimate,NotHispanicLatino_NHOPI_Estimate,NotHispanicLatino_AloneOther_Estimate,NotHispanicLatino_TwoMore_Estimate,NotHispanicLatino_TwoMore_IncludeOther_Estimate,NotHispanicLatino_TwoMore_ExcludeOtherThree_Estimate,HousingUnits_Estimate,Vote_18andOver_Estimate,Vote_Male_18andOver_Estimate,Vote_Female_18andOver_Estimate
"Census Tract 23.07, Sarasota County, Florida",Census Tract 23.07,23.07, Sarasota County,115, Florida,12,1500,685,815,84,0,25,0,0,0,0,0,99,23,138,564,494,157,71.6,25,1475,1475,1475,1324,1215,673,802,83.9,539,676,79.7,1500,1500,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1500,1480,0,0,0,0,20,1500,8,0,8,0,0,1492,1472,0,0,0,0,20,0,0,0,1292,1475,673,802
"Census Tract 24.01, Sarasota County, Florida",Census Tract 24.01,24.01, Sarasota County,115, Florida,12,2917,1422,1495,95.1,17,8,48,82,27,51,82,236,218,365,1078,500,205,68.7,148,2815,2769,2762,2018,1783,1336,1433,93.2,860,923,93.2,2917,2910,7,2812,5,17,0,0,0,0,22,0,6,0,0,0,0,16,0,0,0,0,0,54,0,7,0,0,2917,2819,5,24,22,0,54,2917,113,83,0,11,19,2804,2764,5,6,22,0,0,7,0,7,2705,2539,1302,1237
"Census Tract 24.03, Sarasota County, Florida",Census Tract 24.03,24.03, Sarasota County,115, Florida,12,1479,611,868,70.4,0,34,0,47,90,88,33,170,67,63,211,376,300,69.8,59,1445,1420,1363,941,887,595,825,72.1,378,509,74.3,1479,1479,0,1430,35,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,1430,35,14,0,0,0,1479,71,71,0,0,0,1408,1359,35,14,0,0,0,0,0,0,1107,1309,541,768
"Census Tract 24.04, Sarasota County, Florida",Census Tract 24.04,24.04, Sarasota County,115, Florida,12,2132,1004,1128,89,47,120,52,50,206,31,249,202,122,182,358,369,144,59.4,247,1901,1885,1847,1006,871,875,1010,86.6,364,507,71.8,2132,1883,249,1741,0,0,0,0,0,0,142,0,0,0,0,0,142,0,0,0,0,0,0,0,0,22,0,0,2132,1990,0,22,142,0,227,2132,191,0,157,34,0,1941,1707,0,0,142,0,0,92,70,22,1401,1844,849,995
"Census Tract 25.04, Sarasota County, Florida",Census Tract 25.04,25.04, Sarasota County,115, Florida,12,3017,1300,1717,75.7,147,236,175,142,53,265,450,258,244,306,497,144,100,48.5,664,2405,2353,2311,935,741,1034,1319,78.4,313,428,73.1,3017,2901,116,2808,56,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,0,10,0,0,0,0,3017,2924,56,0,27,0,126,3017,385,45,87,61,192,2632,2549,56,0,27,0,0,0,0,0,1392,2297,1023,1274
"Census Tract 25.05, Sarasota County, Florida",Census Tract 25.05,25.05, Sarasota County,115, Florida,12,2290,1135,1155,98.3,87,159,92,92,45,295,238,324,203,239,263,168,85,50,399,1922,1891,1843,601,516,915,976,93.8,216,300,72,2290,2286,4,2213,2,28,0,0,0,0,43,5,8,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2290,2217,2,29,43,3,0,2290,105,43,15,17,30,2185,2108,2,28,43,0,0,4,0,4,1042,1843,891,952
"Census Tract 25.07, Sarasota County, Florida",Census Tract 25.07,25.07, Sarasota County,115, Florida,12,4654,2230,2424,92,70,79,236,297,216,387,285,731,562,331,850,392,218,55.2,495,4218,4159,3958,1653,1460,2025,2134,94.9,607,853,71.2,4654,4633,21,4532,0,18,0,18,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4654,4553,0,18,57,0,47,4654,219,58,0,0,161,4435,4339,0,18,57,0,0,21,21,0,2571,4084,1978,2106
"Census Tract 25.08, Sarasota County, Florida",Census Tract 25.08,25.08, Sarasota County,115, Florida,12,3490,1895,1595,118.8,48,94,278,125,215,324,299,635,279,212,575,318,88,50.6,467,3050,3023,2926,1136,981,1603,1420,112.9,463,518,89.4,3490,3466,24,3385,6,0,0,0,0,0,33,21,0,12,0,0,0,0,0,0,0,0,0,42,21,3,0,0,3490,3409,27,3,33,0,42,3490,150,0,45,31,74,3340,3298,6,0,33,0,0,3,0,3,1732,2969,1589,1380
"Census Tract 25.09, Sarasota County, Florida",Census Tract 25.09,25.09, Sarasota County,115, Florida,12,5855,2913,2942,99,456,564,180,93,165,668,1001,594,402,404,784,407,137,41,1262,4630,4593,4543,1591,1328,2242,2351,95.4,643,685,93.9,5855,5855,0,5690,68,8,0,0,0,0,54,0,0,0,0,29,0,25,0,0,0,0,0,35,0,0,0,0,5855,5690,68,8,54,0,35,5855,740,326,0,374,40,5115,4958,68,0,54,0,35,0,0,0,2959,4338,2107,2231
"Census Tract 25.10, Sarasota County, Florida",Census Tract 25.10,25.10, Sarasota County,115, Florida,12,3665,1887,1778,106.1,81,29,126,211,117,305,163,584,179,269,575,618,408,60.4,350,3414,3315,3218,1679,1601,1661,1654,100.4,800,801,99.9,3665,3597,68,3485,49,0,0,0,0,0,55,7,3,15,0,0,0,30,0,0,0,0,0,8,37,22,0,9,3665,3544,95,31,55,0,8,3665,102,42,0,16,44,3563,3391,49,0,55,0,0,68,0,68,2059,3252,1652,1600
"Census Tract 25.11, Sarasota County, Florida",Census Tract 25.11,25.11, Sarasota County,115, Florida,12,2764,1324,1440,91.9,39,30,47,105,142,65,167,296,126,233,733,534,247,67.5,199,2628,2565,2487,1679,1514,1192,1373,86.8,744,770,96.6,2764,2722,42,2708,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,42,0,0,2764,2750,0,46,0,0,10,2764,103,40,10,42,11,2661,2615,0,4,0,0,0,42,0,42,1663,2512,1170,1342
"Census Tract 26.01, Sarasota County, Florida",Census Tract 26.01,26.01, Sarasota County,115, Florida,12,2403,1105,1298,85.1,22,26,52,37,102,65,124,215,230,394,555,411,170,64.1,125,2303,2278,2245,1430,1136,1063,1215,87.5,488,648,75.3,2403,2356,47,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,2403,0,0,0,0,47,2403,67,0,0,25,42,2336,2336,0,0,0,0,0,0,0,0,1796,2243,1054,1189
"Census Tract 26.02, Sarasota County, Florida",Census Tract 26.02,26.02, Sarasota County,115, Florida,12,2347,1129,1218,92.7,11,45,42,3,59,124,58,147,157,310,666,526,199,68.4,101,2249,2246,2246,1610,1391,1080,1166,92.6,647,744,87,2347,2296,51,2243,0,0,0,0,0,0,53,0,0,0,30,0,0,23,0,0,0,0,0,0,0,0,0,0,2347,2294,0,0,53,0,51,2347,160,32,0,9,119,2187,2134,0,0,53,0,0,0,0,0,1751,2193,1050,1143
"Census Tract 26.03, Sarasota County, Florida",Census Tract 26.03,26.03, Sarasota County,115, Florida,12,1886,932,954,97.7,13,48,70,40,54,77,149,146,162,250,479,239,159,63.9,157,1742,1729,1706,1012,877,831,898,92.5,480,397,120.9,1886,1875,11,1852,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,1886,1863,6,0,6,5,17,1886,21,0,15,6,0,1865,1831,6,0,0,0,17,11,0,11,1179,1708,828,880
"Census Tract 26.04, Sarasota County, Florida",Census Tract 26.04,26.04, Sarasota County,115, Florida,12,2898,1343,1555,86.4,15,41,72,30,13,137,125,151,111,207,830,799,367,71.4,158,2770,2740,2740,2157,1996,1217,1523,79.9,899,1097,82,2898,2769,129,2640,0,0,0,0,0,0,106,0,0,103,0,0,0,3,0,0,0,0,0,23,18,3,91,0,2898,2769,18,3,197,0,40,2898,32,0,14,9,9,2866,2631,0,0,106,0,0,129,17,112,2081,2593,1137,1456
"Census Tract 26.05, Sarasota County, Florida",Census Tract 26.05,26.05, Sarasota County,115, Florida,12,2203,1096,1107,99,75,66,33,32,56,128,120,192,132,260,516,558,35,65.2,190,2021,2013,1984,1269,1109,1028,985,104.4,626,483,129.6,2203,2185,18,2163,0,0,0,0,0,0,22,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,2203,2181,0,0,40,0,0,2203,9,9,0,0,0,2194,2154,0,0,22,0,0,18,0,18,1582,1909,989,920
"Census Tract 27.10, Sarasota County, Florida",Census Tract 27.10,27.10, Sarasota County,115, Florida,12,2474,1162,1312,88.6,128,88,78,35,78,117,218,265,93,86,499,600,189,66.8,300,2174,2174,2125,1334,1288,975,1199,81.3,564,724,77.9,2474,2366,108,2119,198,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29,0,108,0,0,2474,2227,198,127,1,0,29,2474,62,0,28,0,34,2412,2081,198,19,1,0,5,108,0,108,2030,2079,946,1133
"Census Tract 27.14, Sarasota County, Florida",Census Tract 27.14,27.14, Sarasota County,115, Florida,12,6655,3330,3325,100.2,99,181,372,398,240,264,421,641,367,796,1569,1110,197,62,845,5987,5810,5579,3332,2876,2817,2993,94.1,1402,1474,95.1,6655,6462,193,6234,37,0,0,0,0,0,174,0,94,19,0,61,0,0,0,0,0,0,0,17,27,106,42,0,6655,6427,64,106,216,0,35,6655,120,0,35,15,70,6535,6217,22,0,174,0,0,122,0,122,3161,5557,2660,2897
"Census Tract 27.16, Sarasota County, Florida",Census Tract 27.16,27.16, Sarasota County,115, Florida,12,6239,2932,3307,88.7,188,264,265,176,206,298,523,793,281,471,1485,957,332,61,782,5500,5457,5313,3071,2774,2549,2908,87.7,1340,1434,93.4,6239,6137,102,5848,63,0,0,0,0,0,77,18,0,0,0,18,0,41,0,0,0,0,0,149,18,0,0,0,6239,5950,81,0,77,20,213,6239,204,0,1,11,192,6035,5828,63,0,77,0,49,18,0,18,3893,5297,2501,2796
"Census Tract 27.20, Sarasota County, Florida",Census Tract 27.20,27.20, Sarasota County,115, Florida,12,3205,1443,1762,81.9,19,89,109,53,17,120,220,158,266,210,894,847,203,69,238,2974,2967,2935,2068,1944,1321,1646,80.3,909,1035,87.8,3205,3133,72,3082,20,20,20,0,0,0,6,6,0,0,0,0,0,0,5,0,5,0,0,0,0,42,9,0,3205,3154,20,62,15,26,0,3205,109,0,27,31,51,3096,3007,20,20,6,5,0,38,0,38,1988,2923,1313,1610
"Census Tract 27.21, Sarasota County, Florida",Census Tract 27.21,27.21, Sarasota County,115, Florida,12,4875,2335,2540,91.9,413,365,210,146,426,647,408,724,234,323,493,413,73,40.6,1046,3859,3829,3623,1113,979,1814,2015,90,489,490,99.8,4875,4658,217,4332,169,0,0,0,0,0,129,0,108,0,0,0,0,21,0,0,0,0,0,28,149,10,29,0,4875,4549,318,10,158,0,57,4875,583,116,83,26,358,4292,3777,169,0,129,0,0,217,29,188,2307,3541,1702,1839
"Census Tract 27.23, Sarasota County, Florida",Census Tract 27.23,27.23, Sarasota County,115, Florida,12,2576,1189,1387,85.7,50,31,29,50,43,73,111,273,90,155,830,606,235,71,142,2458,2434,2416,1730,1671,1125,1309,85.9,745,926,80.5,2576,2529,47,2437,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2576,2484,87,16,0,0,36,2576,95,53,6,0,36,2481,2411,23,0,0,0,0,47,36,11,1887,2362,1113,1249
"Census Tract 27.24, Sarasota County, Florida",Census Tract 27.24,27.24, Sarasota County,115, Florida,12,2442,1057,1385,76.3,0,0,0,0,0,11,0,31,122,122,890,850,416,75.6,0,2442,2442,2442,2247,2156,1057,1385,76.3,925,1231,75.1,2442,2442,0,2420,0,0,0,0,0,0,22,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,2442,2420,0,0,22,0,0,2442,17,0,0,9,8,2425,2403,0,0,22,0,0,0,0,0,2235,2396,1019,1377
"Census Tract 27.25, Sarasota County, Florida",Census Tract 27.25,27.25, Sarasota County,115, Florida,12,5084,2278,2806,81.2,430,194,262,185,355,178,310,687,550,602,635,545,151,53.9,1063,4150,4021,3985,1571,1331,1742,2279,76.4,671,660,101.7,5084,5015,69,4815,128,0,0,0,0,0,72,40,32,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,5084,4884,197,0,72,0,16,5084,217,80,49,8,80,4867,4632,128,0,72,0,0,35,0,35,2021,3904,1684,2220
"Census Tract 27.26, Sarasota County, Florida",Census Tract 27.26,27.26, Sarasota County,115, Florida,12,4188,2102,2086,100.8,275,99,59,240,91,360,109,277,207,485,1328,584,74,63.9,621,3742,3567,3493,2401,1986,1790,1777,100.7,1019,967,105.4,4188,3972,216,3774,55,0,0,0,0,0,143,130,0,13,0,0,0,0,0,0,0,0,0,0,80,0,0,0,4188,3990,135,0,143,0,136,4188,182,20,0,9,153,4006,3728,55,0,143,0,0,80,0,80,2208,3458,1755,1703
"Census Tract 27.27, Sarasota County, Florida",Census Tract 27.27,27.27, Sarasota County,115, Florida,12,1529,627,902,69.5,94,136,152,25,34,170,184,70,65,142,233,145,79,37.8,407,1147,1122,1122,576,457,479,643,74.5,211,246,85.8,1529,1529,0,1504,0,0,0,0,0,0,25,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,1529,1504,0,0,25,0,0,1529,36,0,36,0,0,1493,1468,0,0,25,0,0,0,0,0,550,1108,479,629
"Census Tract 27.28, Sarasota County, Florida",Census Tract 27.28,27.28, Sarasota County,115, Florida,12,2718,1373,1345,102.1,0,0,0,12,0,20,271,172,85,135,872,858,293,73.4,0,2718,2718,2706,2110,2023,1373,1345,102.1,1034,989,104.6,2718,2718,0,2647,2,0,0,0,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,2647,2,0,69,0,0,2718,18,0,18,0,0,2700,2629,2,0,69,0,0,0,0,0,1838,2656,1343,1313
"Census Tract 27.29, Sarasota County, Florida",Census Tract 27.29,27.29, Sarasota County,115, Florida,12,1917,786,1131,69.5,0,0,22,0,0,30,42,133,117,183,605,602,183,72.7,22,1895,1895,1895,1535,1390,780,1115,70,544,846,64.3,1917,1917,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,1917,0,0,0,0,0,1917,0,0,0,0,0,1917,1917,0,0,0,0,0,0,0,0,1823,1816,738,1078
"Census Tract 27.30, Sarasota County, Florida",Census Tract 27.30,27.30, Sarasota County,115, Florida,12,2644,1291,1353,95.4,25,36,33,62,24,36,35,195,147,192,874,689,296,71.3,128,2550,2516,2488,1898,1859,1208,1308,92.4,876,983,89.1,2644,2644,0,2587,0,10,0,0,0,0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,2644,2587,0,10,47,0,0,2644,0,0,0,0,0,2644,2587,0,10,47,0,0,0,0,0,1761,2469,1177,1292
"Census Tract 27.31, Sarasota County, Florida",Census Tract 27.31,27.31, Sarasota County,115, Florida,12,3197,1561,1636,95.4,0,0,66,0,0,77,42,134,539,710,1349,265,15,65.1,66,3131,3131,3131,1988,1629,1561,1570,99.4,913,716,127.5,3197,3197,0,3107,0,0,0,0,0,0,90,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3197,3107,0,0,90,0,0,3197,50,0,50,0,0,3147,3057,0,0,90,0,0,0,0,0,2054,3117,1561,1556
"Census Tract 27.32, Sarasota County, Florida",Census Tract 27.32,27.32, Sarasota County,115, Florida,12,4014,1952,2062,94.7,45,45,74,107,60,170,130,264,128,376,1582,826,207,68.5,271,3848,3743,3743,2869,2615,1831,1912,95.8,1351,1264,106.9,4014,3942,72,3785,0,0,0,0,0,0,89,0,0,12,0,0,0,77,0,0,0,0,0,68,0,21,11,0,4014,3857,0,21,100,0,108,4014,122,13,105,0,4,3892,3771,0,0,89,0,0,32,0,32,2750,3641,1768,1873
"Census Tract 27.33, Sarasota County, Florida",Census Tract 27.33,27.33, Sarasota County,115, Florida,12,3014,1500,1514,99.1,40,29,53,0,0,95,107,218,220,190,834,896,332,71.1,122,2892,2892,2892,2188,2062,1391,1501,92.7,989,1073,92.2,3014,2958,56,2753,0,0,0,0,0,0,196,0,196,0,0,0,0,0,9,9,0,0,0,0,0,56,0,0,3014,2809,0,56,196,9,0,3014,0,0,0,0,0,3014,2753,0,0,196,9,0,56,0,56,1999,2700,1323,1377
"Census Tract 27.34, Sarasota County, Florida",Census Tract 27.34,27.34, Sarasota County,115, Florida,12,6606,3172,3434,92.4,248,176,273,155,54,606,332,581,540,662,2065,799,115,62.4,852,5871,5754,5754,3387,2979,2668,3086,86.5,1640,1339,122.5,6606,6431,175,6086,72,76,0,0,0,0,132,0,76,56,0,0,0,0,0,0,0,0,0,65,122,0,43,0,6606,6261,194,76,175,10,65,6606,133,73,50,10,0,6473,5999,72,76,132,0,19,175,0,175,3252,5658,2652,3006
"Census Tract 27.35, Sarasota County, Florida",Census Tract 27.35,27.35, Sarasota County,115, Florida,12,1979,849,1130,75.1,9,17,0,29,0,0,48,24,69,207,708,645,223,73.6,26,1953,1953,1924,1683,1576,832,1121,74.2,665,911,73,1979,1967,12,1925,18,0,0,0,0,0,24,0,0,0,11,13,0,0,0,0,0,0,0,0,0,12,0,0,1979,1937,18,12,24,0,0,1979,30,0,0,0,30,1949,1895,18,0,24,0,0,12,0,12,2103,1919,806,1113
"Census Tract 27.36, Sarasota County, Florida",Census Tract 27.36,27.36, Sarasota County,115, Florida,12,4476,2236,2240,99.8,61,503,428,70,44,446,361,662,495,368,498,290,250,52.5,1062,3484,3414,3414,1253,1038,1646,1768,93.1,504,534,94.4,4476,4317,159,4035,130,0,0,0,0,0,152,0,35,56,0,0,61,0,0,0,0,0,0,0,0,0,51,0,4476,4194,238,108,203,0,0,4476,1042,135,682,112,113,3434,3046,77,0,152,0,0,159,0,159,1890,3376,1624,1752
"Census Tract 27.37, Sarasota County, Florida",Census Tract 27.37,27.37, Sarasota County,115, Florida,12,6256,2842,3414,83.2,337,246,157,105,154,649,468,539,640,298,1713,817,133,57.8,757,5516,5499,5411,2836,2663,2502,2997,83.5,1223,1440,84.9,6256,6092,164,5476,314,0,0,0,0,0,189,0,0,0,0,0,0,189,0,0,0,0,0,113,44,0,76,0,6256,5640,358,44,265,44,113,6256,296,0,110,52,134,5960,5293,314,0,189,0,0,164,0,164,3329,5448,2483,2965
"Census Tract 27.38, Sarasota County, Florida",Census Tract 27.38,27.38, Sarasota County,115, Florida,12,5551,2496,3055,81.7,385,487,521,189,275,861,438,574,394,352,672,377,26,36.5,1528,4093,4023,3871,1286,1075,1835,2188,83.9,316,759,41.6,5551,5404,147,4529,683,0,0,0,0,0,108,0,0,0,0,0,0,108,0,0,0,0,0,84,58,0,0,0,5551,4676,741,0,108,0,173,5551,632,69,187,0,376,4919,4070,683,0,108,0,0,58,0,58,1814,3703,1745,1958
"Census Tract 27.39, Sarasota County, Florida",Census Tract 27.39,27.39, Sarasota County,115, Florida,12,3985,1862,2123,87.7,213,249,98,174,362,553,191,439,272,222,535,407,270,49.6,671,3405,3314,3113,1354,1212,1528,1786,85.6,494,718,68.8,3985,3835,150,3440,154,0,0,0,0,0,171,0,0,94,0,0,0,77,0,0,0,0,0,70,21,129,0,0,3985,3590,175,129,171,0,70,3985,120,0,71,0,49,3865,3379,154,0,171,0,11,150,0,150,1929,3279,1523,1756
"Census Tract 27.40, Sarasota County, Florida",Census Tract 27.40,27.40, Sarasota County,115, Florida,12,4058,2260,1798,125.7,136,0,395,510,86,315,606,732,337,254,526,161,0,44.9,731,3480,3327,2951,875,687,1792,1535,116.7,338,349,96.8,4058,3910,148,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4058,4011,47,0,0,0,148,4058,866,0,468,237,161,3192,3192,0,0,0,0,0,0,0,0,1804,3108,1677,1431
"Census Tract 27.41, Sarasota County, Florida",Census Tract 27.41,27.41, Sarasota County,115, Florida,12,4112,1669,2443,68.3,175,56,162,232,125,834,485,314,446,212,605,421,45,41.8,612,3719,3500,3449,1153,1071,1552,1948,79.7,520,551,94.4,4112,3888,224,3327,273,0,0,0,0,0,187,0,0,187,0,0,0,0,0,0,0,0,0,101,79,72,73,0,4112,3551,352,72,260,0,101,4112,168,149,0,0,19,3944,3204,273,0,187,0,101,179,0,179,1595,3478,1552,1926
"Census Tract 27.42, Sarasota County, Florida",Census Tract 27.42,27.42, Sarasota County,115, Florida,12,5996,3047,2949,103.3,578,555,277,368,337,587,180,975,322,195,1033,399,190,46.4,1581,4586,4415,4087,1763,1622,2267,2148,105.5,901,721,125,5996,5996,0,5653,288,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5996,5653,288,0,55,0,0,5996,471,0,0,0,471,5525,5182,288,0,55,0,0,0,0,0,2436,4415,2267,2148
"Census Tract 27.43, Sarasota County, Florida",Census Tract 27.43,27.43, Sarasota County,115, Florida,12,4377,2109,2268,93,71,314,279,247,185,274,469,336,263,436,1102,115,286,55.2,785,3713,3592,3466,1590,1503,1580,2012,78.5,818,685,119.4,4377,4324,53,3992,160,0,0,0,0,0,172,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377,4045,160,0,172,53,0,4377,432,0,432,0,0,3945,3560,160,0,172,0,0,53,0,53,1653,3338,1495,1843
"Census Tract 27.44, Sarasota County, Florida",Census Tract 27.44,27.44, Sarasota County,115, Florida,12,3046,1532,1514,101.2,221,0,307,240,88,138,219,738,256,287,276,276,0,50.5,691,2518,2355,2278,791,552,1343,1012,132.7,326,226,144.2,3046,2820,226,2431,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,30,0,0,3046,2657,585,30,0,0,0,3046,0,0,0,0,0,3046,2431,389,0,0,0,0,226,0,226,1063,2317,1343,974
"Census Tract 27.45, Sarasota County, Florida",Census Tract 27.45,27.45, Sarasota County,115, Florida,12,5223,2749,2474,111.1,272,471,250,524,372,442,621,672,529,345,580,145,0,40.2,1260,4084,3963,3470,885,725,2081,1882,110.6,387,338,114.5,5223,4930,293,4358,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,293,0,0,0,5223,4651,761,0,0,0,104,5223,409,0,0,0,409,4814,4053,468,0,0,0,0,293,0,293,1980,3963,2081,1882
"Census Tract 27.46, Sarasota County, Florida",Census Tract 27.46,27.46, Sarasota County,115, Florida,12,4614,2251,2363,95.3,221,244,90,353,621,479,370,821,349,434,323,309,0,43.3,686,4049,3928,3591,768,632,1970,1958,100.6,339,293,115.7,4614,4492,122,3987,220,0,0,0,0,0,206,0,0,0,0,34,0,172,0,0,0,0,0,79,0,0,122,0,4614,4109,220,0,328,0,79,4614,17,17,0,0,0,4597,3970,220,0,206,0,79,122,0,122,1907,3774,1970,1804
"Census Tract 27.47, Sarasota County, Florida",Census Tract 27.47,27.47, Sarasota County,115, Florida,12,1363,798,565,141.2,0,0,59,78,119,0,292,148,66,130,471,0,0,54.9,137,1226,1226,1226,601,471,739,487,151.7,330,141,234,1363,1363,0,958,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,958,405,0,0,0,0,1363,273,0,201,0,72,1090,685,405,0,0,0,0,0,0,0,549,1226,739,487
"Census Tract 27.48, Sarasota County, Florida",Census Tract 27.48,27.48, Sarasota County,115, Florida,12,4097,1307,2790,46.8,72,91,454,247,541,219,552,533,638,275,322,153,0,39.8,717,3480,3380,3233,600,475,1170,2210,52.9,189,286,66.1,4097,3992,105,3599,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097,3704,393,0,0,0,105,4097,329,75,149,105,0,3768,3375,393,0,0,0,0,0,0,0,1662,3290,1170,2120
"Census Tract 9900, Sarasota County, Florida",Census Tract 9900,9900, Sarasota County,115, Florida,12,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
